District Name,Neighborhood Name,Weekday,Year,Month,Day,Victims
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,1,8,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,1,28,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,7,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,2,4,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,9,14,0
Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Monday,2018,3,19,0
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,9,21,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,10,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,13,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,9,20,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,10,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,3,17,2
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,5,14,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,10,8,4
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,5,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,1,16,3
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,4,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,3,13,4
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,2,27,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,10,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,6,19,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,9,6,2
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,11,7,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,1,30,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,4,27,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,2,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,1,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,7,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,11,2,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,12,7,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,3,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,9,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,3,5,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,4,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,5,7,0
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,12,28,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,8,6,3
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,5,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,4,3,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,9,28,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,12,4,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,7,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,10,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,3,12,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,2,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,5,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,9,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,12,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,4,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,1,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,2,23,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,10,6,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,12,19,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,12,17,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,8,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,2,15,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,2,15,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,27,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,2,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,4,13,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,10,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,10,10,2
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,3,25,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,4,25,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,6,14,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,7,2,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,11,9,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,2,28,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,11,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,3,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,3,15,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,5,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,3,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,10,8,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,11,12,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,12,18,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,10,1,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,5,6,2
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,3,10,2
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,10,7,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,7,25,0
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,11,12,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,11,7,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,11,6,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,6,1,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,1,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,4,23,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,7,27,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,12,11,0
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,6,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,5,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,1,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,2,13,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,4,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,8,9,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,11,14,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,10,18,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,10,31,0
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,5,26,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,8,1,0
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,9,0
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,4,23,2
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,2,21,0
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,1,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,1,9,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,7,6,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,7,28,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,6,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,3,19,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,6,21,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,7,5,3
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,1,6,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,10,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,1,24,2
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,5,23,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,1,13,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,2,1,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,4,6,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,10,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,1,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,12,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,1,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,10,6,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,1,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,4,30,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,6,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,10,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,27,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,1,24,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,2,27,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,7,25,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,4,5,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,11,27,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,7,19,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,2,9,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,2,18,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,9,5,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,4,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,9,17,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,8,13,2
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,9,16,0
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,2,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,7,11,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,31,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,7,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,9,2,3
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,1,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,10,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,2,12,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,2,16,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,2,6,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,12,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,12,14,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,10,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,9,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,7,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,7,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,6,18,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,10,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,6,12,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,5,4,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,1,24,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,6,19,0
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,10,8,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,6,6,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,4,19,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,6,8,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,7,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,4,5,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,5,4,0
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,5,23,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,12,1,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,6,23,1
Sants-Montjuïc,el Poble-sec,Friday,2018,8,3,0
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,12,4,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,9,18,1
Sants-Montjuïc,el Poble-sec,Saturday,2018,12,29,1
Sants-Montjuïc,el Poble-sec,Thursday,2018,7,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,3,28,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,24,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,1,3,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,7,8,2
Sants-Montjuïc,el Poble-sec,Saturday,2018,12,1,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,4,27,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,16,2
Sants-Montjuïc,el Poble-sec,Sunday,2018,6,10,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,1,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,2,5,4
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,6,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,11,9,1
Sants-Montjuïc,el Poble-sec,Thursday,2018,1,11,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,5,3,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,6,28,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,1,16,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,3,27,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,6,14,0
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,5,11,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,1,16,1
Sants-Montjuïc,la Marina de Port,Friday,2018,7,13,1
Sants-Montjuïc,el Poble-sec,Tuesday,2018,3,6,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,1,25,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,11,11,2
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,11,9,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,23,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,24,3
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,5,8,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,20,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,3,21,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,11,27,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,3,23,1
Sants-Montjuïc,el Poble-sec,Monday,2018,5,14,2
Sants-Montjuïc,la Marina de Port,Tuesday,2018,6,12,2
Sants-Montjuïc,la Marina de Port,Tuesday,2018,12,4,1
Sants-Montjuïc,la Marina de Port,Friday,2018,9,14,2
Sants-Montjuïc,la Marina de Port,Thursday,2018,4,26,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,3,1,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,6,12,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,6,14,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,9,6,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,11,28,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,8,2,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,6,2,1
Sants-Montjuïc,la Marina de Port,Sunday,2018,1,7,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,4,3,1
Sants-Montjuïc,la Marina de Port,Friday,2018,11,23,2
Sants-Montjuïc,la Marina de Port,Friday,2018,4,27,2
Sants-Montjuïc,la Marina de Port,Saturday,2018,6,2,1
Sants-Montjuïc,la Marina de Port,Friday,2018,6,8,1
Sants-Montjuïc,la Marina de Port,Saturday,2018,5,19,0
Sants-Montjuïc,la Marina de Port,Saturday,2018,5,26,0
Sants-Montjuïc,la Marina de Port,Sunday,2018,6,24,0
Sants-Montjuïc,el Poble-sec,Monday,2018,3,12,1
Sants-Montjuïc,la Marina de Port,Monday,2018,8,20,1
Sants-Montjuïc,la Marina de Port,Monday,2018,8,13,0
Sants-Montjuïc,la Marina de Port,Monday,2018,7,23,1
Sants-Montjuïc,la Marina de Port,Friday,2018,1,5,0
Sants-Montjuïc,la Marina de Port,Wednesday,2018,1,31,2
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,7,9,1
Sants-Montjuïc,el Poble-sec,Wednesday,2018,1,24,1
Sants-Montjuïc,el Poble-sec,Tuesday,2018,5,29,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,2,6,2
Sants-Montjuïc,la Marina de Port,Saturday,2018,12,1,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,9,20,2
Sants-Montjuïc,la Marina de Port,Tuesday,2018,6,26,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,12,12,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,1,4,1
Sants-Montjuïc,la Marina de Port,Saturday,2018,3,17,0
Sants-Montjuïc,el Poble-sec,Friday,2018,12,21,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,6,28,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,11,1,2
Sants-Montjuïc,la Marina de Port,Sunday,2018,6,24,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,8,16,6
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,5,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,7,27,2
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,10,24,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,2,18,5
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,4,6,1
Sants-Montjuïc,la Marina del Prat Vermell,Sunday,2018,12,23,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,3,12,2
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,12,27,1
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,5,31,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,3,22,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,8,24,1
Sants-Montjuïc,el Poble-sec,Wednesday,2018,5,16,5
Sants-Montjuïc,el Poble-sec,Friday,2018,6,1,1
Sants-Montjuïc,el Poble-sec,Friday,2018,10,26,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,8,2,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,7,12,1
Sants-Montjuïc,la Marina de Port,Friday,2018,3,2,1
Sants-Montjuïc,el Poble-sec,Saturday,2018,2,17,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,4,15,1
Sants-Montjuïc,el Poble-sec,Wednesday,2018,12,5,1
Sants-Montjuïc,el Poble-sec,Monday,2018,3,12,2
Sants-Montjuïc,el Poble-sec,Friday,2018,6,22,2
Sants-Montjuïc,el Poble-sec,Monday,2018,1,8,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,5,2,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,11,12,1
Sants-Montjuïc,el Poble-sec,Saturday,2018,6,2,0
Sants-Montjuïc,el Poble-sec,Sunday,2018,7,1,0
Sants-Montjuïc,el Poble-sec,Thursday,2018,4,19,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,7,4,2
Sants-Montjuïc,la Marina de Port,Monday,2018,7,30,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,7,24,2
Sants-Montjuïc,la Marina de Port,Saturday,2018,10,27,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,8,2,1
Sants-Montjuïc,el Poble-sec,Thursday,2018,2,8,0
Sants-Montjuïc,la Marina de Port,Tuesday,2018,2,20,1
Sants-Montjuïc,la Marina de Port,Saturday,2018,8,4,2
Sants-Montjuïc,la Marina de Port,Thursday,2018,12,20,1
Sants-Montjuïc,la Marina de Port,Sunday,2018,2,25,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,3,12,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,10,9,0
Sants-Montjuïc,la Marina del Prat Vermell,Thursday,2018,4,26,1
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,6,19,2
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,4,16,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,4,28,2
Sants-Montjuïc,la Marina del Prat Vermell,Tuesday,2018,7,3,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,10,4,1
Sants-Montjuïc,la Marina de Port,Saturday,2018,4,14,1
Sants-Montjuïc,el Poble-sec,Monday,2018,1,8,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,4,18,2
Sants-Montjuïc,la Marina de Port,Friday,2018,10,26,1
Sants-Montjuïc,el Poble-sec,Saturday,2018,8,25,0
Sants-Montjuïc,la Bordeta,Monday,2018,2,26,5
Sants-Montjuïc,la Bordeta,Friday,2018,8,31,1
Sants-Montjuïc,la Bordeta,Thursday,2018,2,1,1
Sants-Montjuïc,la Bordeta,Thursday,2018,8,16,1
Sants-Montjuïc,la Bordeta,Tuesday,2018,4,24,1
Sants-Montjuïc,la Bordeta,Wednesday,2018,10,24,1
Sants-Montjuïc,la Bordeta,Tuesday,2018,4,24,1
Sants-Montjuïc,la Marina de Port,Sunday,2018,2,11,1
Sants-Montjuïc,la Bordeta,Sunday,2018,4,15,1
Sants-Montjuïc,la Bordeta,Wednesday,2018,1,31,1
Sants-Montjuïc,la Bordeta,Monday,2018,1,22,1
Sants-Montjuïc,la Bordeta,Thursday,2018,12,13,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,11,1,0
Sants-Montjuïc,la Bordeta,Tuesday,2018,11,27,1
Sants-Montjuïc,la Marina de Port,Sunday,2018,4,29,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,2,28,1
Sants-Montjuïc,la Marina de Port,Thursday,2018,8,2,1
Sants-Montjuïc,la Marina de Port,Friday,2018,2,9,1
Sants-Montjuïc,la Marina de Port,Tuesday,2018,9,4,1
Sants-Montjuïc,el Poble-sec,Tuesday,2018,3,27,1
Sants-Montjuïc,la Marina de Port,Friday,2018,9,14,0
Sants-Montjuïc,la Marina de Port,Friday,2018,11,2,0
Sants-Montjuïc,la Bordeta,Sunday,2018,2,4,1
Sants-Montjuïc,la Bordeta,Sunday,2018,9,30,8
Sants-Montjuïc,la Bordeta,Friday,2018,10,26,1
Sants-Montjuïc,la Bordeta,Thursday,2018,11,15,1
Sants-Montjuïc,la Bordeta,Friday,2018,4,20,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,5,6,1
Sants-Montjuïc,el Poble-sec,Friday,2018,6,8,1
Sants-Montjuïc,la Bordeta,Thursday,2018,5,3,1
Sants-Montjuïc,la Bordeta,Tuesday,2018,5,22,1
Sants-Montjuïc,la Bordeta,Friday,2018,11,23,1
Sants-Montjuïc,la Bordeta,Thursday,2018,8,2,1
Sants-Montjuïc,la Bordeta,Wednesday,2018,4,4,1
Sants-Montjuïc,la Bordeta,Sunday,2018,3,18,2
Sants-Montjuïc,la Bordeta,Tuesday,2018,7,3,2
Sants-Montjuïc,la Bordeta,Monday,2018,7,23,1
Sants-Montjuïc,la Bordeta,Friday,2018,12,28,1
Sants-Montjuïc,la Bordeta,Friday,2018,5,11,1
Sants-Montjuïc,la Bordeta,Wednesday,2018,2,21,1
Sants-Montjuïc,la Bordeta,Wednesday,2018,6,13,2
Sants-Montjuïc,la Marina de Port,Monday,2018,3,26,1
Sants-Montjuïc,la Bordeta,Sunday,2018,3,18,1
Sants-Montjuïc,la Bordeta,Saturday,2018,5,26,1
Sants-Montjuïc,la Bordeta,Friday,2018,2,23,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,4,29,1
Sants-Montjuïc,el Poble-sec,Saturday,2018,10,27,1
Sants-Montjuïc,el Poble-sec,Monday,2018,4,16,2
Sants-Montjuïc,el Poble-sec,Tuesday,2018,10,2,11
Sants-Montjuïc,la Bordeta,Thursday,2018,11,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Saturday,2018,12,15,2
Sants-Montjuïc,el Poble-sec,Sunday,2018,11,11,1
Sants-Montjuïc,la Bordeta,Friday,2018,6,8,1
Sants-Montjuïc,la Bordeta,Friday,2018,6,8,2
Sants-Montjuïc,la Marina de Port,Friday,2018,1,19,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,1,21,1
Sants-Montjuïc,la Marina de Port,Monday,2018,10,15,1
Sants-Montjuïc,el Poble-sec,Friday,2018,3,23,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,4,11,1
Sants-Montjuïc,la Marina de Port,Friday,2018,7,27,1
Sants-Montjuïc,el Poble-sec,Thursday,2018,3,1,2
Sants-Montjuïc,el Poble-sec,Saturday,2018,12,29,1
Sants-Montjuïc,la Marina del Prat Vermell,Friday,2018,3,9,1
Sants-Montjuïc,la Marina del Prat Vermell,Wednesday,2018,9,5,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,4,30,1
Sants-Montjuïc,la Marina del Prat Vermell,Monday,2018,9,3,1
Sants-Montjuïc,la Bordeta,Thursday,2018,4,12,1
Sants-Montjuïc,la Bordeta,Tuesday,2018,5,15,1
Sants-Montjuïc,la Bordeta,Monday,2018,7,9,1
Sants-Montjuïc,el Poble-sec,Sunday,2018,2,4,3
Sants-Montjuïc,el Poble-sec,Tuesday,2018,11,20,1
Sants-Montjuïc,la Bordeta,Tuesday,2018,3,27,1
Sants-Montjuïc,el Poble-sec,Thursday,2018,11,15,2
Sants-Montjuïc,la Marina de Port,Friday,2018,1,12,1
Sants-Montjuïc,el Poble-sec,Saturday,2018,6,23,2
Sants-Montjuïc,el Poble-sec,Wednesday,2018,5,2,1
Sants-Montjuïc,la Marina de Port,Wednesday,2018,10,3,1
Sants-Montjuïc,la Marina de Port,Saturday,2018,9,29,0
Sants-Montjuïc,el Poble-sec,Thursday,2018,9,20,1
